"","Algorithm","Precision","Recall","F1","Rand","adjRand","BCubed.Precision","BCubed.Recall","BCubed.FScore"
"1","MeanVar BinSeg",0,0,NA,0.752542372881356,0.525490080866097,0.969696969697,0.679861111111,0.799316213148
"2","MeanVar SegNeigh",0,0,NA,0.551412429378531,0.241900508139949,0.969696969697,0.432638888889,0.598328306247
"3","MeanVar PELT",0,0,NA,0.528813559322034,0.214187613785174,0.969696969697,0.404861111111,0.571227361105
"4","Var BinSeg",0,0,NA,0.710169491525424,0.458374640759603,0.969047619048,0.629861111111,0.763477487539
"5","Var SegNeigh",0,0,NA,0.915254237288136,0.818859860982619,0.977777777778,0.874305555556,0.923151272758
"6","Var PELT",0,0,NA,0.915254237288136,0.818859860982619,0.977777777778,0.874305555556,0.923151272758
"7","Mean BinSeg",0,0,NA,0.736158192090395,0.502540288946584,0.977777777778,0.654166666667,0.783886524823
"8","Mean SegNeigh",0.2,1,0.333333333333333,0.746327683615819,0.519210874970508,1,0.665277777778,0.798999165972
"9","Mean PELT",0.0175438596491228,1,0.0344827586206897,0.327118644067797,0.0016367309708713,1,0.0354166666667,0.0684104627767
