"","Algorithm","Precision","Recall","F1","Rand","adjRand","BCubed.Precision","BCubed.Recall","BCubed.FScore"
"1","MeanVar BinSeg",0,0,NA,0.710695499707773,0.351202345322187,0.66718027735,0.682527985402,0.674766870985
"2","MeanVar SegNeigh",0,0,NA,0.698421975452951,0.334534304562284,0.655034895314,0.70371442608,0.678502646751
"3","MeanVar PELT",0.1,0.333333333333333,0.153846153846154,0.779661016949153,0.378254168526146,0.864406779661,0.476111520511,0.61402224222
"4","Var BinSeg",0,0,NA,0.790765634132087,0.562324672782071,0.66718027735,0.884443976559,0.760601126329
"5","Var SegNeigh",0,0,NA,0.778492109877265,0.543596211491509,0.655034895314,0.905630417237,0.760213635527
"6","Var PELT",0,0,NA,0.778492109877265,0.543596211491509,0.655034895314,0.905630417237,0.760213635527
"7","Mean BinSeg",0,0,NA,0.928696668614845,0.819906546248909,0.927966101695,0.770037196898,0.841657276352
"8","Mean SegNeigh",0,0,NA,0.920514319111631,0.805466428797148,0.850934376358,0.818463347019,0.834383068834
"9","Mean PELT",0.0517241379310345,1,0.0983606557377049,0.701344243132671,0.0027351979368532,1,0.069270449521,0.129565816678
