"","Algorithm","Precision","Recall","F1","Rand","adjRand","BCubed.Precision","BCubed.Recall","BCubed.FScore"
"1","MeanVar BinSeg",0.333333333333333,0.333333333333333,0.333333333333333,0.84979544126242,0.667534637557887,0.740705303445,0.935439137134,0.826760168337
"2","MeanVar SegNeigh",0.2,0.333333333333333,0.25,0.845119812974868,0.653321966380836,0.753417167851,0.867642526965,0.806505494478
"3","MeanVar PELT",0.125,0.333333333333333,0.181818181818182,0.821157218001169,0.536777118347153,0.805488297014,0.650385208012,0.719674713217
"4","Var BinSeg",0.333333333333333,0.333333333333333,0.333333333333333,0.84979544126242,0.667534637557887,0.740705303445,0.935439137134,0.826760168337
"5","Var SegNeigh",0.333333333333333,0.333333333333333,0.333333333333333,0.84979544126242,0.667534637557887,0.740705303445,0.935439137134,0.826760168337
"6","Var PELT",0.333333333333333,0.333333333333333,0.333333333333333,0.84979544126242,0.667534637557887,0.740705303445,0.935439137134,0.826760168337
"7","Mean BinSeg",0.166666666666667,0.333333333333333,0.222222222222222,0.834599649327878,0.625980307719877,0.753417167851,0.837134052388,0.793072437827
"8","Mean SegNeigh",0.2,0.333333333333333,0.25,0.845119812974868,0.653321966380836,0.753417167851,0.867642526965,0.806505494478
"9","Mean PELT",0.0517241379310345,1,0.0983606557377049,0.715955581531268,0.00293527291563249,1,0.0693374422188,0.129682997118
