"","Algorithm","Precision","Recall","F1","Rand","adjRand","BCubed.Precision","BCubed.Recall","BCubed.FScore"
"1","MeanVar BinSeg",0,0,NA,0.916384180790961,0.831326108008984,0.977777777778,0.808522727273,0.885131648701
"2","MeanVar SegNeigh",0,0,NA,0.774576271186441,0.57039828020619,0.977777777778,0.662121212121,0.789569859357
"3","MeanVar PELT",0,0,NA,0.750282485875706,0.528564300710341,0.977777777778,0.572537878788,0.722194622036
"4","Var BinSeg",0,0,NA,0.942937853107345,0.883671294133264,0.983333333333,0.904356060606,0.94219256881
"5","Var SegNeigh",0,0,NA,0.942937853107345,0.883671294133264,0.983333333333,0.904356060606,0.94219256881
"6","Var PELT",0,0,NA,0.942937853107345,0.883671294133264,0.983333333333,0.904356060606,0.94219256881
"7","Mean BinSeg",0,0,NA,0.735593220338983,0.503863154490243,0.983333333333,0.564015151515,0.716858425133
"8","Mean SegNeigh",0.2,1,0.333333333333333,0.935593220338983,0.869160599560627,1,0.875189393939,0.933441066559
"9","Mean PELT",0.0172413793103448,1,0.0338983050847458,0.398305084745763,0.000746372301954244,1,0.0340909090909,0.0659340659341
