"","Precision","Recall","F1","Rand","adjRand","BCubed.Precision","BCubed.Recall","BCubed.FScore","Distance"
"Precision269",0,0,NA,0.501595190380762,-0.0449943590328091,0.831446540881,0.566435555556,0.673820609763,319
"Precision268",0,0,NA,0.501314629258517,-0.0440681937035031,0.831545741325,0.56568,0.673318249214,318
"Precision267",0,0,NA,0.501050100200401,-0.0431335413526774,0.83164556962,0.564942222222,0.672828015463,317
"Precision266",0,0,NA,0.500801603206413,-0.0421903782125936,0.831746031746,0.564222222222,0.672349952117,316
"Precision265",0,0,NA,0.500569138276553,-0.0412386795584596,0.831847133758,0.56352,0.671884102004,315
"Precision264",0,0,NA,0.500352705410822,-0.0402784197098428,0.831948881789,0.562835555556,0.671430507164,314
"Precision263",0,0,NA,0.500152304609218,-0.0393095720317645,0.832051282051,0.562168888889,0.670989208848,313
"Precision262",0,0,NA,0.499967935871743,-0.0383321089354824,0.832154340836,0.56152,0.670560247505,312
"Precision261",0,0,NA,0.499799599198397,-0.0373460018789603,0.832258064516,0.560888888889,0.670143662784,311
"Precision260",0,0,NA,0.499647294589178,-0.036351221367033,0.832362459547,0.560275555556,0.669739493521,310
"Precision259",0,0,NA,0.499511022044088,-0.0353477369512658,0.832467532468,0.55968,0.66934777774,309
"Precision258",0,0,NA,0.499390781563126,-0.0343355172295108,0.832573289902,0.559102222222,0.668968552643,308
"Precision257",0,0,NA,0.499286573146293,-0.0333145298451668,0.832679738562,0.558542222222,0.668601854608,307
"Precision256",0,0,NA,0.499198396793587,-0.0322847414861411,0.832786885246,0.558,0.668247719182,306
"Precision255",0,0,NA,0.49912625250501,-0.0312461178835142,0.832894736842,0.557475555556,0.667906181079,305
"Precision254",0,0,NA,0.499070140280561,-0.0301986238099141,0.83300330033,0.556968888889,0.66757727417,304
"Precision253",0,0,NA,0.49903006012024,-0.0291422230775995,0.833112582781,0.55648,0.667261031486,303
"Precision252",0,0,NA,0.499006012024048,-0.0280768785362497,0.833222591362,0.556008888889,0.666957485209,302
"Precision251",0,0,NA,0.498997995991984,-0.0270025520704701,0.833333333333,0.555555555556,0.666666666667,301
"Precision250",0,0,NA,0.499006012024048,-0.0259192045970074,0.833444816054,0.55512,0.666388606335,300
"Precision249",0,0,NA,0.49903006012024,-0.0248267960616792,0.83355704698,0.554702222222,0.666123333827,299
"Precision248",0,0,NA,0.499070140280561,-0.0237252854360174,0.83367003367,0.554302222222,0.665870877896,298
"Precision247",0,0,NA,0.49912625250501,-0.0226146307136282,0.833783783784,0.55392,0.665631266428,297
"Precision246",0,0,NA,0.499198396793587,-0.0214947889062641,0.833898305085,0.553555555556,0.66540452644,296
"Precision245",0,0,NA,0.499286573146293,-0.0203657160396154,0.834013605442,0.553208888889,0.665190684076,295
"Precision244",0,0,NA,0.499390781563126,-0.0192273671488129,0.834129692833,0.55288,0.664989764609,294
"Precision243",0,0,NA,0.499511022044088,-0.0180796962736507,0.834246575342,0.552568888889,0.664801792431,293
"Precision242",0,0,NA,0.499647294589178,-0.016922656453521,0.834364261168,0.552275555556,0.66462679106,292
"Precision241",0,0,NA,0.499799599198397,-0.0157561997220644,0.834482758621,0.552,0.664464783128,291
"Precision240",0,0,NA,0.499967935871743,-0.0145802771015366,0.834602076125,0.551742222222,0.664315790387,290
"Precision239",0,0,NA,0.500152304609218,-0.0133948385968849,0.834722222222,0.551502222222,0.664179833704,289
"Precision238",0,0,NA,0.500352705410822,-0.0121998331895408,0.834843205575,0.55128,0.664056933061,288
"Precision237",0,0,NA,0.500569138276553,-0.010995208830923,0.834965034965,0.551075555556,0.663947107552,287
"Precision236",0,0,NA,0.500801603206413,-0.0097809124356502,0.835087719298,0.550888888889,0.663850375384,286
"Precision235",0,0,NA,0.501050100200401,-0.0085568898744638,0.835211267606,0.55072,0.663766753874,285
"Precision234",0,0,NA,0.501314629258517,-0.0073230859668574,0.835335689046,0.550568888889,0.663696259453,284
"Precision233",0,0,NA,0.501595190380762,-0.00607944447341272,0.835460992908,0.550435555556,0.66363890766,283
"Precision232",0,0,NA,0.501891783567134,-0.00482590808783902,0.835587188612,0.55032,0.663594713146,282
"Precision231",0,0,NA,0.502204408817635,-0.00356241842871438,0.835714285714,0.550222222222,0.663563689672,281
"Precision230",0,0,NA,0.502533066132264,-0.0022889160309276,0.835842293907,0.550142222222,0.66354585011,280
"Precision229",0,0,NA,0.502877755511022,-0.00100534033681628,0.835971223022,0.55008,0.663541206446,279
"Precision228",0,0,NA,0.503238476953908,0.000288370313000356,0.836101083032,0.550035555556,0.663549769776,278
"Precision227",0,0,NA,0.503615230460922,0.00159227868909444,0.836231884058,0.550008888889,0.663571550311,277
"Precision226",0,0,NA,0.504008016032064,0.00290644868301554,0.836363636364,0.55,0.663606557377,276
"Precision225",0,0,NA,0.504416833667335,0.00423094531738807,0.836496350365,0.550008888889,0.663654799417,275
"Precision224",0,0,NA,0.504841683366734,0.00556583475632802,0.83663003663,0.550035555556,0.663716283992,274
