"","Precision","Recall","F1","Rand","adjRand","BCubed.Precision","BCubed.Recall","BCubed.FScore","Distance"
"Precision291",0,0,NA,0.992031936127745,0.984055514156277,0.99209128912,0.992070841136,0.992081065022,291
"Precision290",0,0,NA,0.992031936127745,0.984056399307459,0.9920909355,0.992071030353,0.992080982827,290
"Precision289",0,0,NA,0.992031936127745,0.98405721407054,0.992090585185,0.99207122088,0.992080902938,289
"Precision288",0,0,NA,0.992031936127745,0.984057962175637,0.992090238128,0.99207141273,0.99208082534,288
"Precision287",0,0,NA,0.992031936127745,0.984058647252154,0.992089894286,0.992071605917,0.992080750017,287
"Precision286",0,0,NA,0.992031936127745,0.984059272829119,0.992089553612,0.992071800455,0.992080676954,286
"Precision285",0,0,NA,0.992031936127745,0.984059842335499,0.992089216063,0.992071996358,0.992080606136,285
"Precision284",0,0,NA,0.992031936127745,0.98406035910049,0.992088881598,0.992072193641,0.992080537549,284
"Precision283",0,0,NA,0.992031936127745,0.984060826353773,0.992088550172,0.992072392318,0.992080471179,283
"Precision282",0,0,NA,0.992031936127745,0.984061247225756,0.992088221747,0.992072592404,0.992080407014,282
"Precision281",0,0,NA,0.992031936127745,0.984061624747794,0.99208789628,0.992072793914,0.992080345039,281
"Precision280",0,0,NA,0.992031936127745,0.98406196185238,0.992087573731,0.992072996863,0.992080285244,280
"Precision279",0,0,NA,0.992031936127745,0.984062261373326,0.992087254063,0.992073201268,0.992080227616,279
"Precision278",0,0,NA,0.992031936127745,0.984062526045921,0.992086937237,0.992073407143,0.992080172143,278
"Precision277",0,0,NA,0.992031936127745,0.984062758507075,0.992086623214,0.992073614504,0.992080118816,277
"Precision276",0,0,NA,0.992031936127745,0.984062961295446,0.992086311958,0.992073823368,0.992080067623,276
"Precision275",0,0,NA,0.992031936127745,0.984063136851551,0.992086003432,0.992074033751,0.992080018555,275
"Precision274",0,0,NA,0.992031936127745,0.984063287517869,0.9920856976,0.992074245669,0.992079971602,274
"Precision273",0,0,NA,0.992031936127745,0.984063415538925,0.992085394429,0.99207445914,0.992079926754,273
"Precision272",0,0,NA,0.992031936127745,0.984063523061369,0.992085093882,0.992074674181,0.992079884004,272
"Precision271",0,0,NA,0.992031936127745,0.984063612134041,0.992084795925,0.992074890809,0.992079843342,271
"Precision270",0,0,NA,0.992031936127745,0.984063684708027,0.992084500527,0.992075109041,0.992079804762,270
"Precision269",0,0,NA,0.992031936127745,0.98406374263671,0.992084207653,0.992075328896,0.992079768255,269
"Precision268",0,0,NA,0.992031936127745,0.984063787675808,0.992083917272,0.992075550392,0.992079733814,268
"Precision267",0,0,NA,0.992031936127745,0.984063821483408,0.992083629351,0.992075773547,0.992079701433,267
"Precision266",0,0,NA,0.992031936127745,0.984063845619996,0.992083343861,0.992075998379,0.992079671106,266
